aidtype_label_en,donor,donor_label_en,recipient,recipient_label_en,obs_time,obs_value,powercode_label_en,datatype_label_en
ODA: Total Net,1,Austria,10001,"Africa, Total",2020,106.8,Millions,Current Prices
ODA: Total Net,10,Sweden,10001,"Africa, Total",2020,1178.32,Millions,Current Prices
ODA: Total Net,11,Switzerland,10001,"Africa, Total",2020,637.09,Millions,Current Prices
ODA: Total Net,12,United Kingdom,10001,"Africa, Total",2020,3347.11,Millions,Current Prices
ODA: Total Net,18,Finland,10001,"Africa, Total",2020,244.52,Millions,Current Prices
ODA: Total Net,2,Belgium,10001,"Africa, Total",2020,464.1,Millions,Current Prices
ODA: Total Net,20,Iceland,10001,"Africa, Total",2020,17.83,Millions,Current Prices
ODA: Total Net,21,Ireland,10001,"Africa, Total",2020,267.96,Millions,Current Prices
ODA: Total Net,22,Luxembourg,10001,"Africa, Total",2020,149.7,Millions,Current Prices
ODA: Total Net,3,Denmark,10001,"Africa, Total",2020,570.84,Millions,Current Prices
ODA: Total Net,301,Canada,10001,"Africa, Total",2020,1341.33,Millions,Current Prices
ODA: Total Net,302,United States,10001,"Africa, Total",2020,11417.93,Millions,Current Prices
ODA: Total Net,4,France,10001,"Africa, Total",2020,4267.37,Millions,Current Prices
ODA: Total Net,40,Greece,10001,"Africa, Total",2020,0.05,Millions,Current Prices
ODA: Total Net,5,Germany,10001,"Africa, Total",2020,5843.87,Millions,Current Prices
ODA: Total Net,50,Spain,10001,"Africa, Total",2020,85.57,Millions,Current Prices
ODA: Total Net,6,Italy,10001,"Africa, Total",2020,455.73,Millions,Current Prices
ODA: Total Net,61,Slovenia,10001,"Africa, Total",2020,0.3,Millions,Current Prices
ODA: Total Net,68,Czech Republic,10001,"Africa, Total",2020,14.27,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,10001,"Africa, Total",2020,2.92,Millions,Current Prices
ODA: Total Net,7,Netherlands,10001,"Africa, Total",2020,745.03,Millions,Current Prices
ODA: Total Net,701,Japan,10001,"Africa, Total",2020,1248.72,Millions,Current Prices
ODA: Total Net,742,Korea,10001,"Africa, Total",2020,437.64,Millions,Current Prices
ODA: Total Net,75,Hungary,10001,"Africa, Total",2020,22.25,Millions,Current Prices
ODA: Total Net,76,Poland,10001,"Africa, Total",2020,18.95,Millions,Current Prices
ODA: Total Net,8,Norway,10001,"Africa, Total",2020,749.24,Millions,Current Prices
ODA: Total Net,801,Australia,10001,"Africa, Total",2020,56.32,Millions,Current Prices
ODA: Total Net,820,New Zealand,10001,"Africa, Total",2020,11.29,Millions,Current Prices
ODA: Total Net,9,Portugal,10001,"Africa, Total",2020,66.21,Millions,Current Prices
ODA: Total Net,820,New Zealand,10002,"North of Sahara, Total",2020,0.23,Millions,Current Prices
ODA: Total Net,9,Portugal,10002,"North of Sahara, Total",2020,0.73,Millions,Current Prices
ODA: Total Net,801,Australia,10002,"North of Sahara, Total",2020,0.09,Millions,Current Prices
ODA: Total Net,8,Norway,10002,"North of Sahara, Total",2020,12.69,Millions,Current Prices
ODA: Total Net,76,Poland,10002,"North of Sahara, Total",2020,1.14,Millions,Current Prices
ODA: Total Net,75,Hungary,10002,"North of Sahara, Total",2020,9.91,Millions,Current Prices
ODA: Total Net,742,Korea,10002,"North of Sahara, Total",2020,18.74,Millions,Current Prices
ODA: Total Net,701,Japan,10002,"North of Sahara, Total",2020,49.97,Millions,Current Prices
ODA: Total Net,7,Netherlands,10002,"North of Sahara, Total",2020,17.23,Millions,Current Prices
ODA: Total Net,61,Slovenia,10002,"North of Sahara, Total",2020,0.05,Millions,Current Prices
ODA: Total Net,68,Czech Republic,10002,"North of Sahara, Total",2020,1.1,Millions,Current Prices
ODA: Total Net,6,Italy,10002,"North of Sahara, Total",2020,139.18,Millions,Current Prices
ODA: Total Net,75,Hungary,10003,"South of Sahara, Total",2020,12.34,Millions,Current Prices
ODA: Total Net,76,Poland,10003,"South of Sahara, Total",2020,17.75,Millions,Current Prices
ODA: Total Net,8,Norway,10003,"South of Sahara, Total",2020,694.01,Millions,Current Prices
ODA: Total Net,801,Australia,10003,"South of Sahara, Total",2020,51.9,Millions,Current Prices
ODA: Total Net,9,Portugal,10003,"South of Sahara, Total",2020,65.37,Millions,Current Prices
ODA: Total Net,820,New Zealand,10003,"South of Sahara, Total",2020,10.22,Millions,Current Prices
ODA: Total Net,820,New Zealand,10004,"America, Total",2020,4.05,Millions,Current Prices
ODA: Total Net,9,Portugal,10004,"America, Total",2020,10.85,Millions,Current Prices
ODA: Total Net,801,Australia,10004,"America, Total",2020,2.49,Millions,Current Prices
ODA: Total Net,76,Poland,10004,"America, Total",2020,2.01,Millions,Current Prices
ODA: Total Net,8,Norway,10004,"America, Total",2020,121.33,Millions,Current Prices
ODA: Total Net,742,Korea,10004,"America, Total",2020,170.25,Millions,Current Prices
ODA: Total Net,75,Hungary,10004,"America, Total",2020,7.52,Millions,Current Prices
ODA: Total Net,7,Netherlands,10004,"America, Total",2020,12.74,Millions,Current Prices
ODA: Total Net,701,Japan,10004,"America, Total",2020,380.46,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,10004,"America, Total",2020,0.01,Millions,Current Prices
ODA: Total Net,68,Czech Republic,10004,"America, Total",2020,1.08,Millions,Current Prices
ODA: Total Net,50,Spain,10004,"America, Total",2020,347.9,Millions,Current Prices
ODA: Total Net,6,Italy,10004,"America, Total",2020,167.88,Millions,Current Prices
ODA: Total Net,61,Slovenia,10004,"America, Total",2020,0.1,Millions,Current Prices
ODA: Total Net,5,Germany,10004,"America, Total",2020,1462.99,Millions,Current Prices
ODA: Total Net,40,Greece,10004,"America, Total",2020,0.04,Millions,Current Prices
ODA: Total Net,4,France,10004,"America, Total",2020,1421.7,Millions,Current Prices
ODA: Total Net,302,United States,10004,"America, Total",2020,2175.14,Millions,Current Prices
ODA: Total Net,301,Canada,10004,"America, Total",2020,552.03,Millions,Current Prices
ODA: Total Net,3,Denmark,10004,"America, Total",2020,5.18,Millions,Current Prices
ODA: Total Net,22,Luxembourg,10004,"America, Total",2020,13.42,Millions,Current Prices
ODA: Total Net,21,Ireland,10004,"America, Total",2020,13.06,Millions,Current Prices
ODA: Total Net,20,Iceland,10004,"America, Total",2020,0.31,Millions,Current Prices
ODA: Total Net,18,Finland,10004,"America, Total",2020,6.11,Millions,Current Prices
ODA: Total Net,2,Belgium,10004,"America, Total",2020,50.42,Millions,Current Prices
ODA: Total Net,12,United Kingdom,10004,"America, Total",2020,349.16,Millions,Current Prices
ODA: Total Net,11,Switzerland,10004,"America, Total",2020,223.17,Millions,Current Prices
ODA: Total Net,1,Austria,10004,"America, Total",2020,36.11,Millions,Current Prices
ODA: Total Net,10,Sweden,10004,"America, Total",2020,126.11,Millions,Current Prices
ODA: Total Net,10,Sweden,10005,"Caribbean & Central America, Total",2020,47.21,Millions,Current Prices
ODA: Total Net,1,Austria,10005,"Caribbean & Central America, Total",2020,25.33,Millions,Current Prices
ODA: Total Net,11,Switzerland,10005,"Caribbean & Central America, Total",2020,101.6,Millions,Current Prices
ODA: Total Net,12,United Kingdom,10005,"Caribbean & Central America, Total",2020,138.92,Millions,Current Prices
ODA: Total Net,18,Finland,10005,"Caribbean & Central America, Total",2020,2.67,Millions,Current Prices
ODA: Total Net,6,Italy,10006,"South America, Total",2020,28.8,Millions,Current Prices
ODA: Total Net,61,Slovenia,10006,"South America, Total",2020,0.01,Millions,Current Prices
ODA: Total Net,40,Greece,10006,"South America, Total",2020,0.04,Millions,Current Prices
ODA: Total Net,4,France,10006,"South America, Total",2020,689.54,Millions,Current Prices
ODA: Total Net,302,United States,10006,"South America, Total",2020,943.88,Millions,Current Prices
ODA: Total Net,301,Canada,10006,"South America, Total",2020,141.54,Millions,Current Prices
ODA: Total Net,3,Denmark,10006,"South America, Total",2020,2.75,Millions,Current Prices
ODA: Total Net,22,Luxembourg,10006,"South America, Total",2020,4.33,Millions,Current Prices
ODA: Total Net,21,Ireland,10006,"South America, Total",2020,6.14,Millions,Current Prices
ODA: Total Net,2,Belgium,10006,"South America, Total",2020,29.75,Millions,Current Prices
ODA: Total Net,18,Finland,10006,"South America, Total",2020,3.44,Millions,Current Prices
ODA: Total Net,12,United Kingdom,10006,"South America, Total",2020,199.36,Millions,Current Prices
ODA: Total Net,11,Switzerland,10006,"South America, Total",2020,113.15,Millions,Current Prices
ODA: Total Net,10,Sweden,10006,"South America, Total",2020,77.91,Millions,Current Prices
ODA: Total Net,1,Austria,10006,"South America, Total",2020,8.76,Millions,Current Prices
ODA: Total Net,1,Austria,10007,"Asia, Total",2020,106.1,Millions,Current Prices
ODA: Total Net,10,Sweden,10007,"Asia, Total",2020,621.51,Millions,Current Prices
ODA: Total Net,11,Switzerland,10007,"Asia, Total",2020,536.49,Millions,Current Prices
ODA: Total Net,12,United Kingdom,10007,"Asia, Total",2020,2531.53,Millions,Current Prices
ODA: Total Net,2,Belgium,10007,"Asia, Total",2020,100.8,Millions,Current Prices
ODA: Total Net,18,Finland,10007,"Asia, Total",2020,171.51,Millions,Current Prices
ODA: Total Net,20,Iceland,10007,"Asia, Total",2020,4.25,Millions,Current Prices
ODA: Total Net,21,Ireland,10007,"Asia, Total",2020,58.2,Millions,Current Prices
ODA: Total Net,22,Luxembourg,10007,"Asia, Total",2020,66.13,Millions,Current Prices
ODA: Total Net,3,Denmark,10007,"Asia, Total",2020,276.92,Millions,Current Prices
ODA: Total Net,301,Canada,10007,"Asia, Total",2020,1021.78,Millions,Current Prices
ODA: Total Net,302,United States,10007,"Asia, Total",2020,6523.44,Millions,Current Prices
ODA: Total Net,4,France,10007,"Asia, Total",2020,1976.19,Millions,Current Prices
ODA: Total Net,40,Greece,10007,"Asia, Total",2020,0.29,Millions,Current Prices
ODA: Total Net,61,Slovenia,10007,"Asia, Total",2020,1.15,Millions,Current Prices
ODA: Total Net,6,Italy,10007,"Asia, Total",2020,211.98,Millions,Current Prices
ODA: Total Net,50,Spain,10007,"Asia, Total",2020,17.79,Millions,Current Prices
ODA: Total Net,5,Germany,10007,"Asia, Total",2020,6480.96,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,10007,"Asia, Total",2020,2.66,Millions,Current Prices
ODA: Total Net,68,Czech Republic,10007,"Asia, Total",2020,22.47,Millions,Current Prices
ODA: Total Net,701,Japan,10007,"Asia, Total",2020,6003.39,Millions,Current Prices
ODA: Total Net,7,Netherlands,10007,"Asia, Total",2020,265.69,Millions,Current Prices
ODA: Total Net,742,Korea,10007,"Asia, Total",2020,943.45,Millions,Current Prices
ODA: Total Net,75,Hungary,10007,"Asia, Total",2020,91.97,Millions,Current Prices
ODA: Total Net,76,Poland,10007,"Asia, Total",2020,31.67,Millions,Current Prices
ODA: Total Net,8,Norway,10007,"Asia, Total",2020,627.43,Millions,Current Prices
ODA: Total Net,22,Luxembourg,10009,"South & Central Asia, Total",2020,18.82,Millions,Current Prices
ODA: Total Net,3,Denmark,10009,"South & Central Asia, Total",2020,97.35,Millions,Current Prices
ODA: Total Net,301,Canada,10009,"South & Central Asia, Total",2020,246.43,Millions,Current Prices
ODA: Total Net,302,United States,10009,"South & Central Asia, Total",2020,2300.88,Millions,Current Prices
ODA: Total Net,4,France,10009,"South & Central Asia, Total",2020,1029.77,Millions,Current Prices
ODA: Total Net,40,Greece,10009,"South & Central Asia, Total",2020,0.04,Millions,Current Prices
ODA: Total Net,6,Italy,10009,"South & Central Asia, Total",2020,72.6,Millions,Current Prices
ODA: Total Net,61,Slovenia,10009,"South & Central Asia, Total",2020,0.18,Millions,Current Prices
ODA: Total Net,50,Spain,10009,"South & Central Asia, Total",2020,10.98,Millions,Current Prices
ODA: Total Net,5,Germany,10009,"South & Central Asia, Total",2020,2055.75,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,10009,"South & Central Asia, Total",2020,1.61,Millions,Current Prices
ODA: Total Net,68,Czech Republic,10009,"South & Central Asia, Total",2020,7.1,Millions,Current Prices
ODA: Total Net,701,Japan,10009,"South & Central Asia, Total",2020,4454.83,Millions,Current Prices
ODA: Total Net,7,Netherlands,10009,"South & Central Asia, Total",2020,91.97,Millions,Current Prices
ODA: Total Net,75,Hungary,10009,"South & Central Asia, Total",2020,23.65,Millions,Current Prices
ODA: Total Net,742,Korea,10009,"South & Central Asia, Total",2020,360.22,Millions,Current Prices
ODA: Total Net,76,Poland,10009,"South & Central Asia, Total",2020,18.36,Millions,Current Prices
ODA: Total Net,8,Norway,10009,"South & Central Asia, Total",2020,196.46,Millions,Current Prices
ODA: Total Net,801,Australia,10009,"South & Central Asia, Total",2020,232.81,Millions,Current Prices
ODA: Total Net,9,Portugal,10009,"South & Central Asia, Total",2020,1.51,Millions,Current Prices
ODA: Total Net,820,New Zealand,10009,"South & Central Asia, Total",2020,21.83,Millions,Current Prices
ODA: Total Net,820,New Zealand,10010,"Europe, Total",2020,0.02,Millions,Current Prices
ODA: Total Net,9,Portugal,10010,"Europe, Total",2020,0.4,Millions,Current Prices
ODA: Total Net,8,Norway,10010,"Europe, Total",2020,69.73,Millions,Current Prices
ODA: Total Net,801,Australia,10010,"Europe, Total",2020,4.82,Millions,Current Prices
ODA: Total Net,75,Hungary,10010,"Europe, Total",2020,80.59,Millions,Current Prices
ODA: Total Net,76,Poland,10010,"Europe, Total",2020,144.73,Millions,Current Prices
ODA: Total Net,742,Korea,10010,"Europe, Total",2020,2.87,Millions,Current Prices
ODA: Total Net,701,Japan,10010,"Europe, Total",2020,-72.98,Millions,Current Prices
ODA: Total Net,68,Czech Republic,10010,"Europe, Total",2020,22.09,Millions,Current Prices
ODA: Total Net,61,Slovenia,10010,"Europe, Total",2020,21.28,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,10010,"Europe, Total",2020,24.78,Millions,Current Prices
ODA: Total Net,7,Netherlands,10010,"Europe, Total",2020,36.71,Millions,Current Prices
ODA: Total Net,50,Spain,10010,"Europe, Total",2020,-2.26,Millions,Current Prices
ODA: Total Net,6,Italy,10010,"Europe, Total",2020,62.8,Millions,Current Prices
ODA: Total Net,40,Greece,10010,"Europe, Total",2020,4.01,Millions,Current Prices
ODA: Total Net,5,Germany,10010,"Europe, Total",2020,978.86,Millions,Current Prices
ODA: Total Net,4,France,10010,"Europe, Total",2020,186.94,Millions,Current Prices
ODA: Total Net,302,United States,10010,"Europe, Total",2020,526.95,Millions,Current Prices
ODA: Total Net,820,New Zealand,10012,"Oceania, Total",2020,293.93,Millions,Current Prices
ODA: Total Net,801,Australia,10012,"Oceania, Total",2020,786.45,Millions,Current Prices
ODA: Total Net,76,Poland,10012,"Oceania, Total",2020,0.02,Millions,Current Prices
ODA: Total Net,8,Norway,10012,"Oceania, Total",2020,2.45,Millions,Current Prices
ODA: Total Net,75,Hungary,10012,"Oceania, Total",2020,0.03,Millions,Current Prices
ODA: Total Net,742,Korea,10012,"Oceania, Total",2020,15.52,Millions,Current Prices
ODA: Total Net,701,Japan,10012,"Oceania, Total",2020,317.88,Millions,Current Prices
ODA: Total Net,5,Germany,10012,"Oceania, Total",2020,12.32,Millions,Current Prices
ODA: Total Net,50,Spain,10012,"Oceania, Total",2020,0.47,Millions,Current Prices
ODA: Total Net,6,Italy,10012,"Oceania, Total",2020,0.04,Millions,Current Prices
ODA: Total Net,4,France,10012,"Oceania, Total",2020,127.1,Millions,Current Prices
ODA: Total Net,302,United States,10012,"Oceania, Total",2020,258.13,Millions,Current Prices
ODA: Total Net,301,Canada,10012,"Oceania, Total",2020,35.43,Millions,Current Prices
ODA: Total Net,3,Denmark,10012,"Oceania, Total",2020,0.04,Millions,Current Prices
ODA: Total Net,21,Ireland,10012,"Oceania, Total",2020,2.34,Millions,Current Prices
ODA: Total Net,12,United Kingdom,10012,"Oceania, Total",2020,24.55,Millions,Current Prices
ODA: Total Net,11,Switzerland,10012,"Oceania, Total",2020,0.67,Millions,Current Prices
ODA: Total Net,10,Sweden,10012,"Oceania, Total",2020,1.69,Millions,Current Prices
ODA: Total Net,1,Austria,10012,"Oceania, Total",2020,0.78,Millions,Current Prices
ODA: Total Net,1,Austria,10013,"CEEC, Total",2020,10.47,Millions,Current Prices
ODA: Total Net,11,Switzerland,10013,"CEEC, Total",2020,32.26,Millions,Current Prices
ODA: Total Net,10,Sweden,10013,"CEEC, Total",2020,13.2,Millions,Current Prices
ODA: Total Net,18,Finland,10013,"CEEC, Total",2020,0.41,Millions,Current Prices
ODA: Total Net,12,United Kingdom,10013,"CEEC, Total",2020,1.73,Millions,Current Prices
ODA: Total Net,20,Iceland,10013,"CEEC, Total",2020,0.11,Millions,Current Prices
ODA: Total Net,2,Belgium,10013,"CEEC, Total",2020,0.21,Millions,Current Prices
ODA: Total Net,22,Luxembourg,10013,"CEEC, Total",2020,0.3,Millions,Current Prices
ODA: Total Net,3,Denmark,10013,"CEEC, Total",2020,1.45,Millions,Current Prices
ODA: Total Net,301,Canada,10013,"CEEC, Total",2020,0.33,Millions,Current Prices
ODA: Total Net,302,United States,10013,"CEEC, Total",2020,15.98,Millions,Current Prices
ODA: Total Net,4,France,10013,"CEEC, Total",2020,5.79,Millions,Current Prices
ODA: Total Net,40,Greece,10013,"CEEC, Total",2020,0,Millions,Current Prices
ODA: Total Net,6,Italy,10013,"CEEC, Total",2020,13.86,Millions,Current Prices
ODA: Total Net,50,Spain,10013,"CEEC, Total",2020,0.05,Millions,Current Prices
ODA: Total Net,5,Germany,10013,"CEEC, Total",2020,64.75,Millions,Current Prices
ODA: Total Net,701,Japan,10013,"CEEC, Total",2020,-4.78,Millions,Current Prices
ODA: Total Net,7,Netherlands,10013,"CEEC, Total",2020,3.53,Millions,Current Prices
ODA: Total Net,68,Czech Republic,10013,"CEEC, Total",2020,0.53,Millions,Current Prices
ODA: Total Net,61,Slovenia,10013,"CEEC, Total",2020,0.34,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,10013,"CEEC, Total",2020,0.53,Millions,Current Prices
ODA: Total Net,742,Korea,10013,"CEEC, Total",2020,-0.7,Millions,Current Prices
ODA: Total Net,75,Hungary,10013,"CEEC, Total",2020,1.33,Millions,Current Prices
ODA: Total Net,76,Poland,10013,"CEEC, Total",2020,3.65,Millions,Current Prices
ODA: Total Net,40,Greece,10016,"LDCs, Total",2020,0.11,Millions,Current Prices
ODA: Total Net,4,France,10016,"LDCs, Total",2020,2073.39,Millions,Current Prices
ODA: Total Net,61,Slovenia,10016,"LDCs, Total",2020,0.25,Millions,Current Prices
ODA: Total Net,6,Italy,10016,"LDCs, Total",2020,255.33,Millions,Current Prices
ODA: Total Net,50,Spain,10016,"LDCs, Total",2020,114.52,Millions,Current Prices
ODA: Total Net,5,Germany,10016,"LDCs, Total",2020,3541.47,Millions,Current Prices
ODA: Total Net,7,Netherlands,10016,"LDCs, Total",2020,604.75,Millions,Current Prices
ODA: Total Net,701,Japan,10016,"LDCs, Total",2020,4575.68,Millions,Current Prices
ODA: Total Net,68,Czech Republic,10016,"LDCs, Total",2020,17.63,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,10016,"LDCs, Total",2020,2.26,Millions,Current Prices
ODA: Total Net,742,Korea,10016,"LDCs, Total",2020,742.26,Millions,Current Prices
ODA: Total Net,75,Hungary,10016,"LDCs, Total",2020,14.41,Millions,Current Prices
ODA: Total Net,76,Poland,10016,"LDCs, Total",2020,12.95,Millions,Current Prices
ODA: Total Net,801,Australia,10016,"LDCs, Total",2020,472.94,Millions,Current Prices
ODA: Total Net,8,Norway,10016,"LDCs, Total",2020,761.63,Millions,Current Prices
ODA: Total Net,9,Portugal,10016,"LDCs, Total",2020,63.42,Millions,Current Prices
ODA: Total Net,820,New Zealand,10016,"LDCs, Total",2020,102.35,Millions,Current Prices
ODA: Total Net,820,New Zealand,10017,"Other LICs, Total",2020,0.25,Millions,Current Prices
ODA: Total Net,9,Portugal,10017,"Other LICs, Total",2020,0.08,Millions,Current Prices
ODA: Total Net,801,Australia,10017,"Other LICs, Total",2020,1.05,Millions,Current Prices
ODA: Total Net,76,Poland,10017,"Other LICs, Total",2020,0.93,Millions,Current Prices
ODA: Total Net,8,Norway,10017,"Other LICs, Total",2020,7.11,Millions,Current Prices
ODA: Total Net,742,Korea,10017,"Other LICs, Total",2020,1.56,Millions,Current Prices
ODA: Total Net,75,Hungary,10017,"Other LICs, Total",2020,0.05,Millions,Current Prices
ODA: Total Net,7,Netherlands,10017,"Other LICs, Total",2020,1.75,Millions,Current Prices
ODA: Total Net,68,Czech Republic,10017,"Other LICs, Total",2020,0.04,Millions,Current Prices
ODA: Total Net,701,Japan,10017,"Other LICs, Total",2020,32.69,Millions,Current Prices
ODA: Total Net,50,Spain,10017,"Other LICs, Total",2020,0.13,Millions,Current Prices
ODA: Total Net,6,Italy,10017,"Other LICs, Total",2020,0.32,Millions,Current Prices
ODA: Total Net,4,France,10017,"Other LICs, Total",2020,4.8,Millions,Current Prices
ODA: Total Net,5,Germany,10017,"Other LICs, Total",2020,38.58,Millions,Current Prices
ODA: Total Net,302,United States,10017,"Other LICs, Total",2020,282.37,Millions,Current Prices
ODA: Total Net,301,Canada,10017,"Other LICs, Total",2020,5.49,Millions,Current Prices
ODA: Total Net,3,Denmark,10017,"Other LICs, Total",2020,7.48,Millions,Current Prices
ODA: Total Net,21,Ireland,10017,"Other LICs, Total",2020,10.34,Millions,Current Prices
ODA: Total Net,2,Belgium,10017,"Other LICs, Total",2020,0.72,Millions,Current Prices
ODA: Total Net,12,United Kingdom,10017,"Other LICs, Total",2020,125.72,Millions,Current Prices
ODA: Total Net,18,Finland,10017,"Other LICs, Total",2020,1.03,Millions,Current Prices
ODA: Total Net,11,Switzerland,10017,"Other LICs, Total",2020,16.43,Millions,Current Prices
ODA: Total Net,10,Sweden,10017,"Other LICs, Total",2020,50.28,Millions,Current Prices
ODA: Total Net,1,Austria,10017,"Other LICs, Total",2020,0.33,Millions,Current Prices
ODA: Total Net,1,Austria,10018,"LMICs, Total",2020,111.57,Millions,Current Prices
ODA: Total Net,50,Spain,10019,"UMICs, Total",2020,131.98,Millions,Current Prices
ODA: Total Net,4,France,10019,"UMICs, Total",2020,1928.64,Millions,Current Prices
ODA: Total Net,40,Greece,10019,"UMICs, Total",2020,4.05,Millions,Current Prices
ODA: Total Net,302,United States,10019,"UMICs, Total",2020,3305.53,Millions,Current Prices
ODA: Total Net,3,Denmark,10019,"UMICs, Total",2020,38.89,Millions,Current Prices
ODA: Total Net,301,Canada,10019,"UMICs, Total",2020,250.62,Millions,Current Prices
ODA: Total Net,22,Luxembourg,10019,"UMICs, Total",2020,8.24,Millions,Current Prices
ODA: Total Net,21,Ireland,10019,"UMICs, Total",2020,26.73,Millions,Current Prices
ODA: Total Net,2,Belgium,10019,"UMICs, Total",2020,77.8,Millions,Current Prices
ODA: Total Net,20,Iceland,10019,"UMICs, Total",2020,0.76,Millions,Current Prices
ODA: Total Net,18,Finland,10019,"UMICs, Total",2020,26.38,Millions,Current Prices
ODA: Total Net,12,United Kingdom,10019,"UMICs, Total",2020,868.52,Millions,Current Prices
ODA: Total Net,11,Switzerland,10019,"UMICs, Total",2020,283.48,Millions,Current Prices
ODA: Total Net,10,Sweden,10019,"UMICs, Total",2020,225.96,Millions,Current Prices
ODA: Total Net,1,Austria,10019,"UMICs, Total",2020,143.26,Millions,Current Prices
ODA: Total Net,1,Austria,10024,Part I Unallocated by income,2020,252.48,Millions,Current Prices
ODA: Total Net,10,Sweden,10024,Part I Unallocated by income,2020,1795.61,Millions,Current Prices
ODA: Total Net,11,Switzerland,10024,Part I Unallocated by income,2020,1435.01,Millions,Current Prices
ODA: Total Net,12,United Kingdom,10024,Part I Unallocated by income,2020,6779.76,Millions,Current Prices
ODA: Total Net,18,Finland,10024,Part I Unallocated by income,2020,355.39,Millions,Current Prices
ODA: Total Net,20,Iceland,10024,Part I Unallocated by income,2020,23.81,Millions,Current Prices
ODA: Total Net,2,Belgium,10024,Part I Unallocated by income,2020,561.86,Millions,Current Prices
ODA: Total Net,21,Ireland,10024,Part I Unallocated by income,2020,181.32,Millions,Current Prices
ODA: Total Net,22,Luxembourg,10024,Part I Unallocated by income,2020,91.49,Millions,Current Prices
ODA: Total Net,301,Canada,10024,Part I Unallocated by income,2020,2165.41,Millions,Current Prices
ODA: Total Net,3,Denmark,10024,Part I Unallocated by income,2020,983.98,Millions,Current Prices
ODA: Total Net,302,United States,10024,Part I Unallocated by income,2020,9613.59,Millions,Current Prices
ODA: Total Net,40,Greece,10024,Part I Unallocated by income,2020,80.39,Millions,Current Prices
ODA: Total Net,4,France,10024,Part I Unallocated by income,2020,3535.08,Millions,Current Prices
ODA: Total Net,50,Spain,10024,Part I Unallocated by income,2020,327.57,Millions,Current Prices
ODA: Total Net,6,Italy,10024,Part I Unallocated by income,2020,637.59,Millions,Current Prices
ODA: Total Net,61,Slovenia,10024,Part I Unallocated by income,2020,8.01,Millions,Current Prices
ODA: Total Net,5,Germany,10024,Part I Unallocated by income,2020,10940.35,Millions,Current Prices
ODA: Total Net,7,Netherlands,10024,Part I Unallocated by income,2020,2876.11,Millions,Current Prices
ODA: Total Net,701,Japan,10024,Part I Unallocated by income,2020,2706.96,Millions,Current Prices
ODA: Total Net,68,Czech Republic,10024,Part I Unallocated by income,2020,16.29,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,10024,Part I Unallocated by income,2020,7.01,Millions,Current Prices
ODA: Total Net,742,Korea,10024,Part I Unallocated by income,2020,297.46,Millions,Current Prices
ODA: Total Net,2,Belgium,10040,"ACP Countries, Total",2020,412.98,Millions,Current Prices
ODA: Total Net,21,Ireland,10040,"ACP Countries, Total",2020,251.55,Millions,Current Prices
ODA: Total Net,22,Luxembourg,10040,"ACP Countries, Total",2020,134.93,Millions,Current Prices
ODA: Total Net,301,Canada,10040,"ACP Countries, Total",2020,805.05,Millions,Current Prices
ODA: Total Net,3,Denmark,10040,"ACP Countries, Total",2020,440.28,Millions,Current Prices
ODA: Total Net,302,United States,10040,"ACP Countries, Total",2020,9814.52,Millions,Current Prices
ODA: Total Net,40,Greece,10040,"ACP Countries, Total",2020,0.04,Millions,Current Prices
ODA: Total Net,4,France,10040,"ACP Countries, Total",2020,3426.58,Millions,Current Prices
ODA: Total Net,50,Spain,10040,"ACP Countries, Total",2020,124.05,Millions,Current Prices
ODA: Total Net,6,Italy,10040,"ACP Countries, Total",2020,223.74,Millions,Current Prices
ODA: Total Net,5,Germany,10040,"ACP Countries, Total",2020,2886.72,Millions,Current Prices
ODA: Total Net,7,Netherlands,10040,"ACP Countries, Total",2020,474.74,Millions,Current Prices
ODA: Total Net,701,Japan,10040,"ACP Countries, Total",2020,1371.69,Millions,Current Prices
ODA: Total Net,61,Slovenia,10040,"ACP Countries, Total",2020,0.22,Millions,Current Prices
ODA: Total Net,68,Czech Republic,10040,"ACP Countries, Total",2020,12.32,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,10040,"ACP Countries, Total",2020,2.51,Millions,Current Prices
ODA: Total Net,742,Korea,10040,"ACP Countries, Total",2020,412.6,Millions,Current Prices
ODA: Total Net,75,Hungary,10040,"ACP Countries, Total",2020,10.79,Millions,Current Prices
ODA: Total Net,76,Poland,10040,"ACP Countries, Total",2020,17.63,Millions,Current Prices
ODA: Total Net,801,Australia,10040,"ACP Countries, Total",2020,649.62,Millions,Current Prices
ODA: Total Net,8,Norway,10040,"ACP Countries, Total",2020,546.03,Millions,Current Prices
ODA: Total Net,9,Portugal,10040,"ACP Countries, Total",2020,62,Millions,Current Prices
ODA: Total Net,820,New Zealand,10040,"ACP Countries, Total",2020,148.02,Millions,Current Prices
ODA: Total Net,9,Portugal,10041,"Club du Sahel, Total",2020,31.86,Millions,Current Prices
ODA: Total Net,8,Norway,10041,"Club du Sahel, Total",2020,58.56,Millions,Current Prices
