aidtype_label_en,donor,donor_label_en,recipient,recipient_label_en,obs_time,obs_value,powercode_label_en,datatype_label_en
ODA: Total Net,301,Canada,905,IDA,2020,329.27,Millions,Current Prices
ODA: Total Net,3,Denmark,905,IDA,2020,158.1,Millions,Current Prices
ODA: Total Net,22,Luxembourg,905,IDA,2020,18.15,Millions,Current Prices
ODA: Total Net,21,Ireland,905,IDA,2020,32.62,Millions,Current Prices
ODA: Total Net,11,Switzerland,645,India,2020,10.32,Millions,Current Prices
ODA: Total Net,302,United States,645,India,2020,68.01,Millions,Current Prices
ODA: Total Net,4,France,645,India,2020,343.07,Millions,Current Prices
ODA: Total Net,22,Luxembourg,645,India,2020,1.38,Millions,Current Prices
ODA: Total Net,21,Ireland,645,India,2020,0.73,Millions,Current Prices
ODA: Total Net,3,Denmark,645,India,2020,3.08,Millions,Current Prices
ODA: Total Net,301,Canada,645,India,2020,6.19,Millions,Current Prices
ODA: Total Net,801,Australia,645,India,2020,2.29,Millions,Current Prices
ODA: Total Net,8,Norway,645,India,2020,9.37,Millions,Current Prices
ODA: Total Net,820,New Zealand,645,India,2020,0.13,Millions,Current Prices
ODA: Total Net,9,Portugal,645,India,2020,0.36,Millions,Current Prices
ODA: Total Net,742,Korea,645,India,2020,3.75,Millions,Current Prices
ODA: Total Net,75,Hungary,645,India,2020,3.79,Millions,Current Prices
ODA: Total Net,76,Poland,645,India,2020,7.14,Millions,Current Prices
ODA: Total Net,701,Japan,645,India,2020,691.82,Millions,Current Prices
ODA: Total Net,68,Czech Republic,645,India,2020,0.09,Millions,Current Prices
ODA: Total Net,7,Netherlands,645,India,2020,0.36,Millions,Current Prices
ODA: Total Net,5,Germany,645,India,2020,746.53,Millions,Current Prices
ODA: Total Net,6,Italy,645,India,2020,15.85,Millions,Current Prices
ODA: Total Net,50,Spain,645,India,2020,5.7,Millions,Current Prices
ODA: Total Net,50,Spain,65,Montenegro,2020,-0.51,Millions,Current Prices
ODA: Total Net,6,Italy,65,Montenegro,2020,0.14,Millions,Current Prices
ODA: Total Net,61,Slovenia,65,Montenegro,2020,1.1,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,65,Montenegro,2020,0.1,Millions,Current Prices
ODA: Total Net,7,Netherlands,65,Montenegro,2020,0.01,Millions,Current Prices
ODA: Total Net,68,Czech Republic,65,Montenegro,2020,0.02,Millions,Current Prices
ODA: Total Net,701,Japan,65,Montenegro,2020,1.03,Millions,Current Prices
ODA: Total Net,75,Hungary,65,Montenegro,2020,0.97,Millions,Current Prices
ODA: Total Net,76,Poland,65,Montenegro,2020,-0.71,Millions,Current Prices
ODA: Total Net,742,Korea,65,Montenegro,2020,0.31,Millions,Current Prices
ODA: Total Net,8,Norway,65,Montenegro,2020,1.02,Millions,Current Prices
ODA: Total Net,801,Australia,65,Montenegro,2020,0,Millions,Current Prices
ODA: Total Net,301,Canada,65,Montenegro,2020,0.28,Millions,Current Prices
ODA: Total Net,22,Luxembourg,65,Montenegro,2020,0.09,Millions,Current Prices
ODA: Total Net,302,United States,65,Montenegro,2020,2.36,Millions,Current Prices
ODA: Total Net,4,France,65,Montenegro,2020,-0.26,Millions,Current Prices
ODA: Total Net,5,Germany,65,Montenegro,2020,2.64,Millions,Current Prices
ODA: Total Net,10,Sweden,65,Montenegro,2020,0.03,Millions,Current Prices
ODA: Total Net,11,Switzerland,65,Montenegro,2020,0.02,Millions,Current Prices
ODA: Total Net,1,Austria,65,Montenegro,2020,1.2,Millions,Current Prices
ODA: Total Net,2,Belgium,65,Montenegro,2020,0,Millions,Current Prices
ODA: Total Net,12,United Kingdom,65,Montenegro,2020,1.91,Millions,Current Prices
ODA: Total Net,12,United Kingdom,655,Maldives,2020,0.76,Millions,Current Prices
ODA: Total Net,10,Sweden,655,Maldives,2020,0.45,Millions,Current Prices
ODA: Total Net,4,France,655,Maldives,2020,-0.74,Millions,Current Prices
ODA: Total Net,302,United States,655,Maldives,2020,1.21,Millions,Current Prices
ODA: Total Net,12,United Kingdom,905,IDA,2020,993.97,Millions,Current Prices
ODA: Total Net,18,Finland,905,IDA,2020,54.68,Millions,Current Prices
ODA: Total Net,20,Iceland,905,IDA,2020,3.07,Millions,Current Prices
ODA: Total Net,2,Belgium,905,IDA,2020,209.58,Millions,Current Prices
ODA: Total Net,11,Switzerland,905,IDA,2020,229.56,Millions,Current Prices
ODA: Total Net,1,Austria,905,IDA,2020,175.4,Millions,Current Prices
ODA: Total Net,10,Sweden,905,IDA,2020,287.74,Millions,Current Prices
ODA: Total Net,742,Korea,905,IDA,2020,131.22,Millions,Current Prices
ODA: Total Net,75,Hungary,905,IDA,2020,4.41,Millions,Current Prices
ODA: Total Net,76,Poland,905,IDA,2020,6.84,Millions,Current Prices
ODA: Total Net,820,New Zealand,905,IDA,2020,11.22,Millions,Current Prices
ODA: Total Net,9,Portugal,905,IDA,2020,3.89,Millions,Current Prices
ODA: Total Net,801,Australia,905,IDA,2020,137.56,Millions,Current Prices
ODA: Total Net,8,Norway,905,IDA,2020,120.24,Millions,Current Prices
ODA: Total Net,7,Netherlands,905,IDA,2020,228.79,Millions,Current Prices
ODA: Total Net,68,Czech Republic,905,IDA,2020,4.97,Millions,Current Prices
ODA: Total Net,701,Japan,905,IDA,2020,913.24,Millions,Current Prices
ODA: Total Net,6,Italy,905,IDA,2020,261.57,Millions,Current Prices
ODA: Total Net,61,Slovenia,905,IDA,2020,1.33,Millions,Current Prices
ODA: Total Net,50,Spain,905,IDA,2020,237.46,Millions,Current Prices
ODA: Total Net,5,Germany,905,IDA,2020,610.8,Millions,Current Prices
ODA: Total Net,5,Germany,906,Caribbean Dev. Bank,2020,3.5,Millions,Current Prices
ODA: Total Net,12,United Kingdom,906,Caribbean Dev. Bank,2020,5.77,Millions,Current Prices
ODA: Total Net,301,Canada,906,Caribbean Dev. Bank,2020,13.11,Millions,Current Prices
ODA: Total Net,302,United States,906,Caribbean Dev. Bank,2020,-0.17,Millions,Current Prices
ODA: Total Net,4,France,907,IMF,2020,631.75,Millions,Current Prices
ODA: Total Net,12,United Kingdom,907,IMF,2020,1054.13,Millions,Current Prices
ODA: Total Net,11,Switzerland,907,IMF,2020,26.62,Millions,Current Prices
ODA: Total Net,50,Spain,907,IMF,2020,4.64,Millions,Current Prices
ODA: Total Net,8,Norway,907,IMF,2020,19.12,Millions,Current Prices
ODA: Total Net,742,Korea,907,IMF,2020,3.96,Millions,Current Prices
ODA: Total Net,742,Korea,909,IDB,2020,17.45,Millions,Current Prices
ODA: Total Net,8,Norway,909,IDB,2020,1.11,Millions,Current Prices
ODA: Total Net,9,Portugal,909,IDB,2020,0.37,Millions,Current Prices
ODA: Total Net,50,Spain,909,IDB,2020,27.22,Millions,Current Prices
ODA: Total Net,6,Italy,909,IDB,2020,4.38,Millions,Current Prices
ODA: Total Net,701,Japan,909,IDB,2020,4.65,Millions,Current Prices
ODA: Total Net,11,Switzerland,909,IDB,2020,2.45,Millions,Current Prices
ODA: Total Net,10,Sweden,909,IDB,2020,0.94,Millions,Current Prices
ODA: Total Net,1,Austria,909,IDB,2020,0.97,Millions,Current Prices
ODA: Total Net,12,United Kingdom,909,IDB,2020,0.9,Millions,Current Prices
ODA: Total Net,4,France,909,IDB,2020,1.28,Millions,Current Prices
ODA: Total Net,301,Canada,909,IDB,2020,9.82,Millions,Current Prices
ODA: Total Net,302,United States,910,CABEI,2020,-0.58,Millions,Current Prices
ODA: Total Net,50,Spain,910,CABEI,2020,9.37,Millions,Current Prices
ODA: Total Net,742,Korea,910,CABEI,2020,42.96,Millions,Current Prices
ODA: Total Net,301,Canada,912,IDB Special Oper. Fund,2020,0.41,Millions,Current Prices
ODA: Total Net,801,Australia,660,Nepal,2020,10.06,Millions,Current Prices
ODA: Total Net,75,Hungary,660,Nepal,2020,0.01,Millions,Current Prices
ODA: Total Net,76,Poland,660,Nepal,2020,0.15,Millions,Current Prices
ODA: Total Net,742,Korea,660,Nepal,2020,14.8,Millions,Current Prices
ODA: Total Net,701,Japan,660,Nepal,2020,82.69,Millions,Current Prices
ODA: Total Net,6,Italy,660,Nepal,2020,0.84,Millions,Current Prices
ODA: Total Net,50,Spain,660,Nepal,2020,0.13,Millions,Current Prices
ODA: Total Net,5,Germany,660,Nepal,2020,57.49,Millions,Current Prices
ODA: Total Net,50,Spain,665,Pakistan,2020,0.68,Millions,Current Prices
ODA: Total Net,6,Italy,665,Pakistan,2020,4.5,Millions,Current Prices
ODA: Total Net,701,Japan,665,Pakistan,2020,24.52,Millions,Current Prices
ODA: Total Net,7,Netherlands,665,Pakistan,2020,3.75,Millions,Current Prices
ODA: Total Net,742,Korea,665,Pakistan,2020,11.22,Millions,Current Prices
ODA: Total Net,75,Hungary,665,Pakistan,2020,4.78,Millions,Current Prices
ODA: Total Net,76,Poland,665,Pakistan,2020,1.1,Millions,Current Prices
ODA: Total Net,8,Norway,665,Pakistan,2020,7.23,Millions,Current Prices
ODA: Total Net,801,Australia,665,Pakistan,2020,9.47,Millions,Current Prices
ODA: Total Net,9,Portugal,665,Pakistan,2020,0,Millions,Current Prices
ODA: Total Net,302,United States,665,Pakistan,2020,301.06,Millions,Current Prices
ODA: Total Net,5,Germany,665,Pakistan,2020,113.91,Millions,Current Prices
ODA: Total Net,4,France,665,Pakistan,2020,46.51,Millions,Current Prices
ODA: Total Net,21,Ireland,665,Pakistan,2020,0.6,Millions,Current Prices
ODA: Total Net,3,Denmark,665,Pakistan,2020,4.1,Millions,Current Prices
ODA: Total Net,301,Canada,665,Pakistan,2020,24.62,Millions,Current Prices
ODA: Total Net,1,Austria,665,Pakistan,2020,1.98,Millions,Current Prices
ODA: Total Net,10,Sweden,665,Pakistan,2020,5.16,Millions,Current Prices
ODA: Total Net,11,Switzerland,665,Pakistan,2020,2.93,Millions,Current Prices
ODA: Total Net,2,Belgium,665,Pakistan,2020,0.13,Millions,Current Prices
ODA: Total Net,18,Finland,665,Pakistan,2020,0,Millions,Current Prices
ODA: Total Net,12,United Kingdom,665,Pakistan,2020,256.49,Millions,Current Prices
ODA: Total Net,12,United Kingdom,666,Bangladesh,2020,260.82,Millions,Current Prices
ODA: Total Net,18,Finland,666,Bangladesh,2020,0.87,Millions,Current Prices
ODA: Total Net,2,Belgium,666,Bangladesh,2020,1.46,Millions,Current Prices
ODA: Total Net,11,Switzerland,666,Bangladesh,2020,36.08,Millions,Current Prices
ODA: Total Net,10,Sweden,666,Bangladesh,2020,54.42,Millions,Current Prices
ODA: Total Net,1,Austria,666,Bangladesh,2020,1.46,Millions,Current Prices
ODA: Total Net,301,Canada,666,Bangladesh,2020,68.65,Millions,Current Prices
ODA: Total Net,3,Denmark,666,Bangladesh,2020,15.31,Millions,Current Prices
ODA: Total Net,21,Ireland,666,Bangladesh,2020,2.61,Millions,Current Prices
ODA: Total Net,22,Luxembourg,666,Bangladesh,2020,4.36,Millions,Current Prices
ODA: Total Net,4,France,666,Bangladesh,2020,26.93,Millions,Current Prices
ODA: Total Net,40,Greece,666,Bangladesh,2020,0,Millions,Current Prices
ODA: Total Net,302,United States,666,Bangladesh,2020,309.57,Millions,Current Prices
ODA: Total Net,9,Portugal,666,Bangladesh,2020,0,Millions,Current Prices
ODA: Total Net,820,New Zealand,666,Bangladesh,2020,0.1,Millions,Current Prices
ODA: Total Net,801,Australia,666,Bangladesh,2020,79.65,Millions,Current Prices
ODA: Total Net,11,Switzerland,912,IDB Special Oper. Fund,2020,-0.38,Millions,Current Prices
ODA: Total Net,10,Sweden,913,Af. D B,2020,12.76,Millions,Current Prices
ODA: Total Net,1,Austria,913,Af. D B,2020,3.81,Millions,Current Prices
ODA: Total Net,12,United Kingdom,913,Af. D B,2020,36.96,Millions,Current Prices
ODA: Total Net,3,Denmark,913,Af. D B,2020,10.31,Millions,Current Prices
ODA: Total Net,301,Canada,913,Af. D B,2020,-0.07,Millions,Current Prices
ODA: Total Net,21,Ireland,913,Af. D B,2020,5.7,Millions,Current Prices
ODA: Total Net,4,France,913,Af. D B,2020,15.5,Millions,Current Prices
ODA: Total Net,8,Norway,913,Af. D B,2020,9.39,Millions,Current Prices
ODA: Total Net,5,Germany,913,Af. D B,2020,46.61,Millions,Current Prices
ODA: Total Net,6,Italy,913,Af. D B,2020,20.7,Millions,Current Prices
ODA: Total Net,50,Spain,913,Af. D B,2020,34.38,Millions,Current Prices
ODA: Total Net,742,Korea,913,Af. D B,2020,0.09,Millions,Current Prices
ODA: Total Net,701,Japan,913,Af. D B,2020,45.74,Millions,Current Prices
ODA: Total Net,7,Netherlands,913,Af. D B,2020,105.42,Millions,Current Prices
ODA: Total Net,701,Japan,914,African Dev. Fund,2020,150.81,Millions,Current Prices
ODA: Total Net,6,Italy,914,African Dev. Fund,2020,114.97,Millions,Current Prices
ODA: Total Net,5,Germany,914,African Dev. Fund,2020,203.11,Millions,Current Prices
ODA: Total Net,50,Spain,914,African Dev. Fund,2020,23.67,Millions,Current Prices
ODA: Total Net,742,Korea,914,African Dev. Fund,2020,32.77,Millions,Current Prices
ODA: Total Net,8,Norway,914,African Dev. Fund,2020,78.07,Millions,Current Prices
ODA: Total Net,4,France,914,African Dev. Fund,2020,169.74,Millions,Current Prices
ODA: Total Net,302,United States,914,African Dev. Fund,2020,205.1,Millions,Current Prices
ODA: Total Net,22,Luxembourg,914,African Dev. Fund,2020,4.36,Millions,Current Prices
ODA: Total Net,301,Canada,914,African Dev. Fund,2020,88.28,Millions,Current Prices
ODA: Total Net,3,Denmark,914,African Dev. Fund,2020,26.32,Millions,Current Prices
ODA: Total Net,12,United Kingdom,914,African Dev. Fund,2020,226.09,Millions,Current Prices
ODA: Total Net,2,Belgium,914,African Dev. Fund,2020,40.48,Millions,Current Prices
ODA: Total Net,18,Finland,914,African Dev. Fund,2020,29.41,Millions,Current Prices
ODA: Total Net,21,Ireland,914,African Dev. Fund,2020,9.26,Millions,Current Prices
ODA: Total Net,1,Austria,914,African Dev. Fund,2020,53.28,Millions,Current Prices
ODA: Total Net,10,Sweden,914,African Dev. Fund,2020,93.62,Millions,Current Prices
ODA: Total Net,11,Switzerland,914,African Dev. Fund,2020,75.89,Millions,Current Prices
ODA: Total Net,18,Finland,915,Asian Dev. Bank,2020,2.85,Millions,Current Prices
ODA: Total Net,301,Canada,915,Asian Dev. Bank,2020,24.57,Millions,Current Prices
ODA: Total Net,21,Ireland,915,Asian Dev. Bank,2020,1.42,Millions,Current Prices
ODA: Total Net,742,Korea,915,Asian Dev. Bank,2020,7.82,Millions,Current Prices
ODA: Total Net,801,Australia,915,Asian Dev. Bank,2020,17.52,Millions,Current Prices
ODA: Total Net,820,New Zealand,915,Asian Dev. Bank,2020,3.92,Millions,Current Prices
ODA: Total Net,7,Netherlands,915,Asian Dev. Bank,2020,3.25,Millions,Current Prices
ODA: Total Net,701,Japan,916,AsDB Special Funds,2020,321.68,Millions,Current Prices
ODA: Total Net,50,Spain,916,AsDB Special Funds,2020,13.68,Millions,Current Prices
ODA: Total Net,6,Italy,916,AsDB Special Funds,2020,12.22,Millions,Current Prices
ODA: Total Net,61,Slovenia,71,Albania,2020,0.34,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,71,Albania,2020,0.53,Millions,Current Prices
ODA: Total Net,7,Netherlands,71,Albania,2020,3.53,Millions,Current Prices
ODA: Total Net,68,Czech Republic,71,Albania,2020,0.53,Millions,Current Prices
ODA: Total Net,701,Japan,71,Albania,2020,-4.78,Millions,Current Prices
ODA: Total Net,75,Hungary,71,Albania,2020,1.33,Millions,Current Prices
ODA: Total Net,742,Korea,71,Albania,2020,-0.7,Millions,Current Prices
ODA: Total Net,76,Poland,71,Albania,2020,3.65,Millions,Current Prices
ODA: Total Net,8,Norway,71,Albania,2020,1.4,Millions,Current Prices
ODA: Total Net,801,Australia,71,Albania,2020,0.02,Millions,Current Prices
ODA: Total Net,9,Portugal,71,Albania,2020,0.28,Millions,Current Prices
ODA: Total Net,302,United States,71,Albania,2020,15.98,Millions,Current Prices
ODA: Total Net,4,France,71,Albania,2020,5.79,Millions,Current Prices
ODA: Total Net,40,Greece,71,Albania,2020,0,Millions,Current Prices
ODA: Total Net,5,Germany,71,Albania,2020,64.75,Millions,Current Prices
ODA: Total Net,22,Luxembourg,71,Albania,2020,0.3,Millions,Current Prices
ODA: Total Net,3,Denmark,71,Albania,2020,1.45,Millions,Current Prices
ODA: Total Net,301,Canada,71,Albania,2020,0.33,Millions,Current Prices
ODA: Total Net,1,Austria,71,Albania,2020,10.47,Millions,Current Prices
ODA: Total Net,10,Sweden,71,Albania,2020,13.2,Millions,Current Prices
ODA: Total Net,11,Switzerland,71,Albania,2020,32.26,Millions,Current Prices
ODA: Total Net,12,United Kingdom,71,Albania,2020,1.73,Millions,Current Prices
ODA: Total Net,18,Finland,71,Albania,2020,0.41,Millions,Current Prices
ODA: Total Net,2,Belgium,71,Albania,2020,0.21,Millions,Current Prices
ODA: Total Net,20,Iceland,71,Albania,2020,0.11,Millions,Current Prices
ODA: Total Net,18,Finland,728,Cambodia,2020,1.65,Millions,Current Prices
ODA: Total Net,2,Belgium,728,Cambodia,2020,4.43,Millions,Current Prices
ODA: Total Net,12,United Kingdom,728,Cambodia,2020,2.7,Millions,Current Prices
ODA: Total Net,11,Switzerland,728,Cambodia,2020,19.29,Millions,Current Prices
ODA: Total Net,1,Austria,728,Cambodia,2020,0.04,Millions,Current Prices
ODA: Total Net,10,Sweden,728,Cambodia,2020,25.98,Millions,Current Prices
ODA: Total Net,3,Denmark,728,Cambodia,2020,2.43,Millions,Current Prices
ODA: Total Net,21,Ireland,728,Cambodia,2020,1.13,Millions,Current Prices
ODA: Total Net,22,Luxembourg,728,Cambodia,2020,1.34,Millions,Current Prices
ODA: Total Net,4,France,728,Cambodia,2020,85.82,Millions,Current Prices
ODA: Total Net,302,United States,728,Cambodia,2020,113.78,Millions,Current Prices
ODA: Total Net,301,Canada,728,Cambodia,2020,3.08,Millions,Current Prices
ODA: Total Net,820,New Zealand,728,Cambodia,2020,8.85,Millions,Current Prices
ODA: Total Net,801,Australia,728,Cambodia,2020,39.05,Millions,Current Prices
ODA: Total Net,76,Poland,728,Cambodia,2020,0.02,Millions,Current Prices
ODA: Total Net,8,Norway,728,Cambodia,2020,4.32,Millions,Current Prices
ODA: Total Net,75,Hungary,728,Cambodia,2020,0.35,Millions,Current Prices
ODA: Total Net,742,Korea,728,Cambodia,2020,92.97,Millions,Current Prices
ODA: Total Net,701,Japan,728,Cambodia,2020,260.13,Millions,Current Prices
ODA: Total Net,68,Czech Republic,728,Cambodia,2020,2.06,Millions,Current Prices
ODA: Total Net,7,Netherlands,728,Cambodia,2020,0.14,Millions,Current Prices
ODA: Total Net,801,Australia,916,AsDB Special Funds,2020,93.92,Millions,Current Prices
ODA: Total Net,8,Norway,916,AsDB Special Funds,2020,6.09,Millions,Current Prices
ODA: Total Net,22,Luxembourg,916,AsDB Special Funds,2020,2.67,Millions,Current Prices
ODA: Total Net,302,United States,916,AsDB Special Funds,2020,56.75,Millions,Current Prices
ODA: Total Net,4,France,916,AsDB Special Funds,2020,13.11,Millions,Current Prices
ODA: Total Net,5,Germany,916,AsDB Special Funds,2020,22.79,Millions,Current Prices
ODA: Total Net,12,United Kingdom,916,AsDB Special Funds,2020,35.27,Millions,Current Prices
ODA: Total Net,21,Ireland,916,AsDB Special Funds,2020,4.97,Millions,Current Prices
ODA: Total Net,11,Switzerland,916,AsDB Special Funds,2020,7.46,Millions,Current Prices
ODA: Total Net,1,Austria,916,AsDB Special Funds,2020,6,Millions,Current Prices
ODA: Total Net,10,Sweden,917,EC,2020,329.51,Millions,Current Prices
ODA: Total Net,1,Austria,917,EC,2020,290.61,Millions,Current Prices
ODA: Total Net,18,Finland,917,EC,2020,185.66,Millions,Current Prices
ODA: Total Net,2,Belgium,917,EC,2020,484.44,Millions,Current Prices
ODA: Total Net,12,United Kingdom,917,EC,2020,1473.64,Millions,Current Prices
ODA: Total Net,40,Greece,917,EC,2020,141.42,Millions,Current Prices
ODA: Total Net,4,France,917,EC,2020,1889.89,Millions,Current Prices
ODA: Total Net,22,Luxembourg,917,EC,2020,47.47,Millions,Current Prices
ODA: Total Net,21,Ireland,917,EC,2020,203.32,Millions,Current Prices
ODA: Total Net,3,Denmark,917,EC,2020,239.07,Millions,Current Prices
ODA: Total Net,76,Poland,917,EC,2020,442.96,Millions,Current Prices
ODA: Total Net,75,Hungary,917,EC,2020,131.12,Millions,Current Prices
ODA: Total Net,9,Portugal,917,EC,2020,166.42,Millions,Current Prices
ODA: Total Net,6,Italy,917,EC,2020,1338.14,Millions,Current Prices
ODA: Total Net,61,Slovenia,917,EC,2020,40.33,Millions,Current Prices
ODA: Total Net,50,Spain,917,EC,2020,963.87,Millions,Current Prices
ODA: Total Net,5,Germany,917,EC,2020,2486.32,Millions,Current Prices
ODA: Total Net,7,Netherlands,917,EC,2020,375.92,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,917,EC,2020,71.93,Millions,Current Prices
ODA: Total Net,68,Czech Republic,917,EC,2020,153.23,Millions,Current Prices
ODA: Total Net,61,Slovenia,918,EDF,2020,11.26,Millions,Current Prices
ODA: Total Net,68,Czech Republic,918,EDF,2020,40.88,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,918,EDF,2020,19.58,Millions,Current Prices
ODA: Total Net,7,Netherlands,918,EDF,2020,256.1,Millions,Current Prices
ODA: Total Net,5,Germany,918,EDF,2020,1102.01,Millions,Current Prices
ODA: Total Net,50,Spain,918,EDF,2020,396.35,Millions,Current Prices
ODA: Total Net,6,Italy,918,EDF,2020,672.26,Millions,Current Prices
ODA: Total Net,9,Portugal,918,EDF,2020,63.94,Millions,Current Prices
ODA: Total Net,76,Poland,918,EDF,2020,104.7,Millions,Current Prices
ODA: Total Net,75,Hungary,918,EDF,2020,32.26,Millions,Current Prices
ODA: Total Net,3,Denmark,918,EDF,2020,99.43,Millions,Current Prices
ODA: Total Net,21,Ireland,918,EDF,2020,47.14,Millions,Current Prices
ODA: Total Net,4,France,918,EDF,2020,960.01,Millions,Current Prices
ODA: Total Net,40,Greece,918,EDF,2020,80.62,Millions,Current Prices
ODA: Total Net,18,Finland,918,EDF,2020,80.72,Millions,Current Prices
ODA: Total Net,12,United Kingdom,918,EDF,2020,471.34,Millions,Current Prices
ODA: Total Net,21,Ireland,428,Bolivia,2020,0.03,Millions,Current Prices
ODA: Total Net,4,France,428,Bolivia,2020,24.51,Millions,Current Prices
ODA: Total Net,302,United States,428,Bolivia,2020,6.87,Millions,Current Prices
ODA: Total Net,76,Poland,428,Bolivia,2020,0.03,Millions,Current Prices
ODA: Total Net,742,Korea,428,Bolivia,2020,13.59,Millions,Current Prices
ODA: Total Net,75,Hungary,428,Bolivia,2020,0,Millions,Current Prices
ODA: Total Net,820,New Zealand,428,Bolivia,2020,0.06,Millions,Current Prices
ODA: Total Net,801,Australia,428,Bolivia,2020,0.01,Millions,Current Prices
ODA: Total Net,8,Norway,428,Bolivia,2020,2,Millions,Current Prices
ODA: Total Net,701,Japan,428,Bolivia,2020,14.85,Millions,Current Prices
ODA: Total Net,68,Czech Republic,428,Bolivia,2020,0,Millions,Current Prices
ODA: Total Net,5,Germany,428,Bolivia,2020,30.53,Millions,Current Prices
ODA: Total Net,50,Spain,428,Bolivia,2020,19.94,Millions,Current Prices
ODA: Total Net,6,Italy,428,Bolivia,2020,5.86,Millions,Current Prices
ODA: Total Net,61,Slovenia,431,Brazil,2020,0.01,Millions,Current Prices
ODA: Total Net,6,Italy,431,Brazil,2020,7.66,Millions,Current Prices
ODA: Total Net,50,Spain,431,Brazil,2020,5.4,Millions,Current Prices
ODA: Total Net,5,Germany,431,Brazil,2020,61.49,Millions,Current Prices
ODA: Total Net,7,Netherlands,431,Brazil,2020,0.28,Millions,Current Prices
ODA: Total Net,68,Czech Republic,431,Brazil,2020,0.08,Millions,Current Prices
ODA: Total Net,701,Japan,431,Brazil,2020,72.73,Millions,Current Prices
ODA: Total Net,8,Norway,431,Brazil,2020,17.45,Millions,Current Prices
ODA: Total Net,801,Australia,431,Brazil,2020,0.1,Millions,Current Prices
ODA: Total Net,820,New Zealand,431,Brazil,2020,0.15,Millions,Current Prices
ODA: Total Net,9,Portugal,431,Brazil,2020,5.48,Millions,Current Prices
ODA: Total Net,75,Hungary,431,Brazil,2020,3.39,Millions,Current Prices
ODA: Total Net,742,Korea,431,Brazil,2020,2.55,Millions,Current Prices
ODA: Total Net,76,Poland,431,Brazil,2020,0.46,Millions,Current Prices
ODA: Total Net,302,United States,431,Brazil,2020,48.94,Millions,Current Prices
ODA: Total Net,4,France,431,Brazil,2020,-22.42,Millions,Current Prices
ODA: Total Net,21,Ireland,431,Brazil,2020,0.64,Millions,Current Prices
ODA: Total Net,22,Luxembourg,431,Brazil,2020,0.51,Millions,Current Prices
ODA: Total Net,301,Canada,431,Brazil,2020,1.74,Millions,Current Prices
ODA: Total Net,3,Denmark,431,Brazil,2020,0.27,Millions,Current Prices
ODA: Total Net,11,Switzerland,431,Brazil,2020,3.66,Millions,Current Prices
ODA: Total Net,10,Sweden,431,Brazil,2020,1.56,Millions,Current Prices
ODA: Total Net,1,Austria,431,Brazil,2020,2.39,Millions,Current Prices
ODA: Total Net,12,United Kingdom,431,Brazil,2020,43.51,Millions,Current Prices
ODA: Total Net,18,Finland,431,Brazil,2020,0.19,Millions,Current Prices
ODA: Total Net,2,Belgium,431,Brazil,2020,1.98,Millions,Current Prices
ODA: Total Net,2,Belgium,437,Colombia,2020,2.18,Millions,Current Prices
ODA: Total Net,12,United Kingdom,437,Colombia,2020,94.19,Millions,Current Prices
ODA: Total Net,18,Finland,437,Colombia,2020,1.44,Millions,Current Prices
ODA: Total Net,10,Sweden,437,Colombia,2020,34.95,Millions,Current Prices
ODA: Total Net,1,Austria,437,Colombia,2020,2.52,Millions,Current Prices
ODA: Total Net,11,Switzerland,437,Colombia,2020,42.14,Millions,Current Prices
ODA: Total Net,3,Denmark,437,Colombia,2020,0.72,Millions,Current Prices
ODA: Total Net,302,United States,738,Indonesia,2020,128.34,Millions,Current Prices
ODA: Total Net,9,Portugal,738,Indonesia,2020,0.03,Millions,Current Prices
ODA: Total Net,820,New Zealand,738,Indonesia,2020,12.17,Millions,Current Prices
ODA: Total Net,8,Norway,738,Indonesia,2020,58.91,Millions,Current Prices
ODA: Total Net,801,Australia,738,Indonesia,2020,183.54,Millions,Current Prices
ODA: Total Net,76,Poland,738,Indonesia,2020,1.18,Millions,Current Prices
ODA: Total Net,742,Korea,738,Indonesia,2020,40.63,Millions,Current Prices
ODA: Total Net,75,Hungary,738,Indonesia,2020,2.05,Millions,Current Prices
ODA: Total Net,7,Netherlands,738,Indonesia,2020,-16.83,Millions,Current Prices
ODA: Total Net,701,Japan,738,Indonesia,2020,-149.09,Millions,Current Prices
ODA: Total Net,68,Czech Republic,738,Indonesia,2020,0.14,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,738,Indonesia,2020,0,Millions,Current Prices
ODA: Total Net,6,Italy,738,Indonesia,2020,0.13,Millions,Current Prices
ODA: Total Net,50,Spain,738,Indonesia,2020,-14.87,Millions,Current Prices
ODA: Total Net,5,Germany,738,Indonesia,2020,785.55,Millions,Current Prices
ODA: Total Net,6,Italy,740,Democratic People's Republic of Korea,2020,0.09,Millions,Current Prices
ODA: Total Net,76,Poland,740,Democratic People's Republic of Korea,2020,0.05,Millions,Current Prices
ODA: Total Net,8,Norway,740,Democratic People's Republic of Korea,2020,1.17,Millions,Current Prices
ODA: Total Net,4,France,740,Democratic People's Republic of Korea,2020,0.77,Millions,Current Prices
ODA: Total Net,5,Germany,740,Democratic People's Republic of Korea,2020,1.89,Millions,Current Prices
